TweetID,Date,Month,DayOfWeek,Hour,Topic,Hashtag,Sentiment,SentimentScore,Language,Device,Source,Likes,Retweets,Replies,Impressions,Verified,FollowerCount
TW102413,2023-07-21,Jul 2023,Friday,17,Gaming,#Gaming,Negative,-0.293,English,Desktop,Twitter Web,53,6,8,3551,0,167
TW102414,2023-04-26,Apr 2023,Wednesday,11,Technology,#ChatGPT,Neutral,0.041,Portuguese,Mobile,Android,23,7,5,48,0,830
TW102415,2023-03-31,Mar 2023,Friday,14,Movies,#Movies,Negative,-0.428,English,Web,iPhone,4,1,0,312,1,114
TW102416,2023-10-03,Oct 2023,Tuesday,16,Sports,#FIFA,Positive,0.12,English,Web,Twitter Web,139,55,22,412,0,1870
TW102417,2023-01-02,Jan 2023,Monday,8,Gaming,#Gaming,Positive,0.571,English,Mobile,iPhone,19,4,2,289,0,382
TW102418,2023-05-10,May 2023,Wednesday,3,Sports,#Olympics,Positive,0.487,Portuguese,Mobile,Twitter Web,1,0,0,210,1,106
TW102419,2023-05-29,May 2023,Monday,8,Climate,#COP28,Positive,0.744,Spanish,Mobile,Buffer,11,1,1,667,0,381
TW102420,2023-07-19,Jul 2023,Wednesday,16,Technology,#AI,Negative,-0.905,English,Web,TweetDeck,12,1,2,588,1,792
TW102421,2023-06-28,Jun 2023,Wednesday,4,Movies,#Cinema,Positive,0.123,Spanish,API,Android,78,13,8,1365,0,513
TW102422,2023-12-27,Dec 2023,Wednesday,8,Sports,#Cricket,Negative,-0.735,English,Mobile,Twitter Web,4,1,0,351,0,328
TW102423,2023-12-14,Dec 2023,Thursday,1,Economy,#Bitcoin,Positive,0.612,English,API,Android,49,17,8,417,0,51
TW102424,2023-12-29,Dec 2023,Friday,9,Technology,#ChatGPT,Negative,-0.721,Portuguese,Desktop,TweetDeck,7,0,1,210,0,821
TW102425,2023-08-21,Aug 2023,Monday,16,Gaming,#Esports,Neutral,0.095,English,Mobile,iPhone,1,0,0,19,0,836
TW102426,2023-04-29,Apr 2023,Saturday,6,Health,#Fitness,Neutral,-0.048,French,Mobile,iPhone,5,1,0,743,1,263
TW102427,2023-04-03,Apr 2023,Monday,23,Economy,#Finance,Negative,-0.77,English,Mobile,Buffer,19,4,1,360,1,84
TW102428,2023-12-31,Dec 2023,Sunday,1,Gaming,#PS5,Neutral,-0.016,English,Mobile,Twitter Web,2,0,0,234,0,707
TW102429,2023-06-16,Jun 2023,Friday,2,Climate,#Sustainability,Neutral,0.055,English,Mobile,Twitter Web,17,4,3,510,0,1164
TW102430,2023-04-18,Apr 2023,Tuesday,9,Music,#Playlist,Negative,-0.615,English,Mobile,iPhone,22,5,3,189,0,447
TW102431,2023-11-11,Nov 2023,Saturday,19,Food,#Recipe,Negative,-0.974,Portuguese,Mobile,iPhone,18,5,2,404,0,111
TW102432,2023-01-09,Jan 2023,Monday,11,Health,#Covid,Negative,-0.275,Spanish,Web,TweetDeck,3,0,0,638,0,210
TW102433,2023-02-02,Feb 2023,Thursday,22,Entertainment,#Hollywood,Negative,-0.322,Hindi,Mobile,Twitter Web,19,3,4,88,1,797
TW102434,2023-06-23,Jun 2023,Friday,15,Health,#Fitness,Neutral,-0.068,English,Mobile,Twitter Web,22,3,1,329,0,267
TW102435,2023-12-03,Dec 2023,Sunday,3,Fashion,#OOTD,Positive,0.906,English,Mobile,Twitter Web,2,0,0,435,0,888
TW102436,2023-07-15,Jul 2023,Saturday,12,Sports,#Olympics,Positive,0.965,English,Web,Buffer,21,3,2,643,0,225
TW102437,2023-03-06,Mar 2023,Monday,23,Politics,#Vote,Positive,0.179,English,Mobile,Buffer,21,2,2,360,0,2476
TW102438,2023-09-11,Sep 2023,Monday,11,Climate,#ClimateChange,Negative,-0.846,English,Web,iPhone,27,6,2,155,0,1279
TW102439,2023-08-25,Aug 2023,Friday,1,Sports,#NBA,Positive,0.18,Portuguese,Mobile,Android,66,7,13,1943,0,155
TW102440,2023-02-27,Feb 2023,Monday,0,Fashion,#Fashion,Positive,0.111,Spanish,Mobile,iPhone,41,11,6,1978,0,959
TW102441,2023-12-25,Dec 2023,Monday,10,Economy,#Inflation,Negative,-0.814,Spanish,Desktop,iPhone,16,4,1,349,0,438
TW102442,2023-01-11,Jan 2023,Wednesday,16,Economy,#Finance,Positive,0.212,Hindi,Web,iPhone,10,2,1,719,0,694
TW102443,2023-04-19,Apr 2023,Wednesday,22,Food,#Food,Neutral,-0.072,English,Web,TweetDeck,4,0,0,966,0,98
TW102444,2023-04-27,Apr 2023,Thursday,2,Politics,#Election,Negative,-0.666,Hindi,API,Android,68,10,5,606,0,29
TW102445,2023-09-21,Sep 2023,Thursday,15,Climate,#SaveEarth,Negative,-0.81,Spanish,Mobile,Twitter Web,10,3,1,230,0,603
TW102446,2023-05-25,May 2023,Thursday,21,Gaming,#Minecraft,Negative,-0.419,English,Web,Twitter Web,0,0,0,420,0,1812
TW102447,2023-08-19,Aug 2023,Saturday,5,Food,#Foodie,Neutral,0.041,English,Web,TweetDeck,16,3,3,677,0,4088
TW102448,2023-10-26,Oct 2023,Thursday,12,Gaming,#Minecraft,Neutral,-0.092,English,Mobile,Twitter Web,18,5,4,228,0,81
TW102449,2023-11-09,Nov 2023,Thursday,6,Fashion,#Style,Neutral,0.037,French,Mobile,Twitter Web,1,0,0,338,0,2914
TW102450,2023-04-16,Apr 2023,Sunday,21,Climate,#Green,Negative,-0.141,Hindi,Mobile,Twitter Web,2,0,0,161,1,737
TW102451,2023-04-27,Apr 2023,Thursday,21,Health,#Health,Positive,0.975,English,Desktop,iPhone,59,12,6,77,0,621
TW102452,2023-04-24,Apr 2023,Monday,5,Music,#Playlist,Positive,0.154,English,Mobile,Twitter Web,27,2,1,289,0,509
TW102453,2023-01-16,Jan 2023,Monday,16,Entertainment,#Hollywood,Negative,-0.137,English,Desktop,Buffer,3,0,0,1049,0,2424
TW102454,2023-04-03,Apr 2023,Monday,12,Entertainment,#Series,Positive,0.36,Hindi,Mobile,Android,34,12,4,76,0,387
TW102455,2023-07-02,Jul 2023,Sunday,7,Gaming,#PS5,Neutral,0.018,English,Desktop,iPhone,0,0,0,2488,0,97
TW102456,2023-05-20,May 2023,Saturday,19,Movies,#Cinema,Negative,-0.657,Portuguese,Mobile,iPhone,58,10,6,397,0,1356
TW102457,2023-08-14,Aug 2023,Monday,1,Economy,#Bitcoin,Positive,0.383,Spanish,Mobile,Twitter Web,8,1,1,157,0,483
TW102458,2023-05-25,May 2023,Thursday,11,Health,#Health,Negative,-0.36,French,Mobile,Buffer,73,19,10,92,1,112
TW102459,2023-03-16,Mar 2023,Thursday,2,Sports,#Olympics,Neutral,0.016,Portuguese,Mobile,iPhone,23,7,2,723,0,533
TW102460,2023-12-06,Dec 2023,Wednesday,9,Technology,#Python,Negative,-0.841,English,Web,Buffer,20,4,3,1240,0,547
TW102461,2023-01-22,Jan 2023,Sunday,11,Sports,#Olympics,Negative,-0.515,Spanish,Mobile,Android,66,22,4,601,0,213
TW102462,2023-06-13,Jun 2023,Tuesday,7,Health,#Fitness,Positive,0.864,Portuguese,Web,TweetDeck,24,5,4,779,0,980
TW102463,2023-11-15,Nov 2023,Wednesday,2,Economy,#Inflation,Positive,0.712,English,Mobile,Android,35,10,8,77,0,2273
TW102464,2023-05-01,May 2023,Monday,17,Gaming,#Esports,Neutral,0.083,Spanish,Mobile,iPhone,21,5,2,319,0,102
TW102465,2023-11-10,Nov 2023,Friday,0,Movies,#Oscars,Neutral,0.025,English,Mobile,iPhone,2,0,0,272,0,832
TW102466,2023-06-13,Jun 2023,Tuesday,0,Entertainment,#Bollywood,Neutral,0.063,English,Mobile,iPhone,14,2,1,104,0,58
TW102467,2023-04-16,Apr 2023,Sunday,21,Technology,#Python,Neutral,0.025,English,Mobile,Twitter Web,4,1,0,309,0,2771
TW102468,2023-03-04,Mar 2023,Saturday,12,Entertainment,#Hollywood,Negative,-0.164,English,Web,iPhone,26,8,3,335,0,2983
TW102469,2023-04-09,Apr 2023,Sunday,10,Entertainment,#Series,Negative,-0.886,English,Mobile,iPhone,81,18,18,174,0,1305
TW102470,2023-05-01,May 2023,Monday,2,Gaming,#Gaming,Positive,0.911,English,Web,Twitter Web,16,1,1,23,0,1297
TW102471,2023-07-07,Jul 2023,Friday,13,Economy,#Inflation,Neutral,0.065,Hindi,Web,Twitter Web,7,1,1,302,0,187
TW102472,2023-03-22,Mar 2023,Wednesday,0,Movies,#Movies,Neutral,-0.065,English,Mobile,iPhone,7,1,0,347,0,411
TW102473,2023-06-08,Jun 2023,Thursday,6,Politics,#Election,Neutral,-0.072,Hindi,Mobile,TweetDeck,36,7,7,143,0,1973
TW102474,2023-12-15,Dec 2023,Friday,2,Movies,#Movies,Positive,0.559,Spanish,Mobile,iPhone,33,7,2,71,0,146
TW102475,2023-01-13,Jan 2023,Friday,10,Economy,#Stock,Positive,0.625,Portuguese,Web,Android,0,0,0,521,0,880
TW102476,2023-03-28,Mar 2023,Tuesday,21,Movies,#BoxOffice,Neutral,-0.027,English,Mobile,TweetDeck,42,4,7,227,0,321
TW102477,2023-05-07,May 2023,Sunday,11,Economy,#Bitcoin,Negative,-0.513,English,Mobile,Twitter Web,22,2,3,708,0,911
TW102478,2023-10-27,Oct 2023,Friday,15,Health,#Health,Negative,-0.752,English,Web,iPhone,2,0,0,105,0,587
TW102479,2023-04-02,Apr 2023,Sunday,16,Movies,#Review,Neutral,-0.089,English,Web,Twitter Web,34,8,5,1096,0,2013
TW102480,2023-10-20,Oct 2023,Friday,21,Gaming,#PS5,Neutral,0.024,English,Mobile,Android,10,2,1,32,0,615
TW102481,2023-06-05,Jun 2023,Monday,6,Economy,#Inflation,Positive,0.829,Spanish,Mobile,TweetDeck,85,20,9,455,0,1645
TW102482,2023-01-31,Jan 2023,Tuesday,13,Technology,#Tech,Positive,0.619,French,Desktop,iPhone,48,8,4,56,0,58
TW102483,2023-05-26,May 2023,Friday,3,Music,#Music,Positive,0.421,French,Web,Buffer,1,0,0,511,0,2081
TW102484,2023-05-01,May 2023,Monday,7,Health,#MentalHealth,Negative,-0.962,English,API,Android,45,9,9,63,0,362
TW102485,2023-11-23,Nov 2023,Thursday,16,Movies,#Oscars,Negative,-0.622,English,Web,Twitter Web,5,1,0,228,1,863
TW102486,2023-02-25,Feb 2023,Saturday,20,Politics,#Democracy,Positive,0.997,Spanish,Web,iPhone,85,25,8,327,1,2196
TW102487,2023-01-18,Jan 2023,Wednesday,6,Sports,#NBA,Positive,0.244,French,Mobile,TweetDeck,4,1,0,472,0,2121
TW102488,2023-01-20,Jan 2023,Friday,9,Sports,#Olympics,Positive,0.714,Hindi,Desktop,iPhone,40,5,2,569,0,880
TW102489,2023-02-16,Feb 2023,Thursday,19,Politics,#Democracy,Positive,0.878,English,Web,TweetDeck,58,19,6,170,0,717
TW102490,2023-11-10,Nov 2023,Friday,20,Fashion,#Designer,Negative,-0.393,Hindi,Mobile,Android,33,4,3,1056,0,2839
TW102491,2023-08-23,Aug 2023,Wednesday,12,Politics,#Democracy,Negative,-0.616,English,Mobile,Android,3,0,0,1940,0,124
TW102492,2023-08-14,Aug 2023,Monday,11,Gaming,#Esports,Positive,0.561,Spanish,Web,Android,40,10,2,664,0,1187
TW102493,2023-04-14,Apr 2023,Friday,6,Entertainment,#OTT,Neutral,0.065,Hindi,Web,iPhone,30,10,6,254,1,202
TW102494,2023-10-17,Oct 2023,Tuesday,11,Politics,#Government,Positive,0.985,French,Mobile,Twitter Web,20,6,3,245,0,4562
TW102495,2023-08-28,Aug 2023,Monday,12,Entertainment,#Series,Neutral,-0.059,English,Mobile,iPhone,45,15,2,156,0,1379
TW102496,2023-10-10,Oct 2023,Tuesday,6,Technology,#MachineLearning,Negative,-0.96,English,Mobile,Twitter Web,135,20,15,164,1,14
TW102497,2023-11-13,Nov 2023,Monday,16,Sports,#Cricket,Positive,0.793,Hindi,Mobile,iPhone,40,14,2,463,0,883
TW102498,2023-12-29,Dec 2023,Friday,23,Movies,#Cinema,Positive,0.892,English,Mobile,Twitter Web,58,18,9,1527,0,1312
TW102499,2023-07-24,Jul 2023,Monday,10,Entertainment,#Bollywood,Neutral,0.019,English,Web,iPhone,5,1,0,1303,0,956
TW102500,2023-10-30,Oct 2023,Monday,17,Politics,#Vote,Negative,-0.194,English,Mobile,TweetDeck,92,18,13,611,0,312
TW102501,2023-04-08,Apr 2023,Saturday,7,Music,#Spotify,Negative,-0.77,English,Mobile,Twitter Web,147,55,27,921,0,10
TW102502,2023-01-12,Jan 2023,Thursday,5,Economy,#Finance,Neutral,0.044,Portuguese,Mobile,Twitter Web,4,1,0,98,0,359
TW102503,2023-02-07,Feb 2023,Tuesday,18,Health,#Wellness,Neutral,-0.022,Spanish,Web,Twitter Web,0,0,0,81,1,5707
TW102504,2023-04-21,Apr 2023,Friday,0,Music,#Playlist,Neutral,-0.031,English,Web,iPhone,28,7,5,559,0,87
TW102505,2023-04-24,Apr 2023,Monday,12,Economy,#Finance,Neutral,-0.038,English,Mobile,iPhone,6,0,0,195,1,20
TW102506,2023-09-09,Sep 2023,Saturday,23,Climate,#Sustainability,Positive,0.713,Spanish,API,iPhone,26,8,5,34,0,671
TW102507,2023-07-17,Jul 2023,Monday,0,Climate,#Sustainability,Positive,0.473,Hindi,Mobile,iPhone,68,17,9,85,0,95
TW102508,2023-05-24,May 2023,Wednesday,22,Music,#Spotify,Negative,-0.547,Hindi,Mobile,Android,36,4,7,125,1,57
TW102509,2023-08-18,Aug 2023,Friday,14,Sports,#Football,Positive,0.53,English,Mobile,Buffer,20,5,3,374,1,599
TW102510,2023-08-15,Aug 2023,Tuesday,19,Movies,#Review,Positive,0.664,English,Mobile,Twitter Web,12,2,1,136,0,108
TW102511,2023-11-16,Nov 2023,Thursday,22,Entertainment,#Bollywood,Neutral,0.053,Spanish,Mobile,iPhone,20,6,2,1238,0,5139
TW102512,2023-06-17,Jun 2023,Saturday,14,Food,#Foodie,Positive,0.525,English,Mobile,Android,12,2,0,444,0,1530
TW102513,2023-03-16,Mar 2023,Thursday,7,Economy,#Finance,Positive,0.214,Hindi,Mobile,Twitter Web,0,0,0,1211,0,469
TW102514,2023-10-14,Oct 2023,Saturday,7,Gaming,#Xbox,Positive,0.45,French,Mobile,Android,23,4,5,661,0,726
TW102515,2023-11-30,Nov 2023,Thursday,11,Health,#Fitness,Positive,0.942,English,Mobile,iPhone,261,96,46,1110,0,1029
TW102516,2023-03-26,Mar 2023,Sunday,5,Entertainment,#Netflix,Positive,0.851,English,Mobile,Android,94,33,8,127,0,946
TW102517,2023-08-20,Aug 2023,Sunday,12,Economy,#Stock,Positive,0.603,English,Mobile,Android,40,5,4,549,0,45
TW102518,2023-05-21,May 2023,Sunday,15,Health,#Wellness,Negative,-0.555,English,Mobile,Buffer,4,1,0,499,1,1983
TW102519,2023-09-15,Sep 2023,Friday,18,Music,#Playlist,Positive,0.736,English,Mobile,iPhone,13,5,1,356,1,919
TW102520,2023-12-30,Dec 2023,Saturday,2,Health,#Covid,Positive,0.369,French,Web,Twitter Web,25,6,3,160,0,395
TW102521,2023-04-19,Apr 2023,Wednesday,18,Entertainment,#Bollywood,Neutral,0.026,English,Desktop,iPhone,9,1,1,316,1,286
TW102522,2023-05-27,May 2023,Saturday,12,Climate,#Green,Neutral,0.06,English,API,iPhone,11,3,0,218,0,21
TW102523,2023-10-01,Oct 2023,Sunday,22,Music,#Playlist,Negative,-0.974,French,Web,Twitter Web,22,4,4,1808,0,1993
TW102524,2023-06-28,Jun 2023,Wednesday,5,Gaming,#Esports,Negative,-0.337,English,Mobile,Twitter Web,28,3,3,320,0,449
TW102525,2023-06-06,Jun 2023,Tuesday,1,Entertainment,#OTT,Positive,0.76,English,Mobile,iPhone,136,32,17,168,0,1984
TW102526,2023-09-05,Sep 2023,Tuesday,22,Economy,#Stock,Positive,0.309,English,Web,Twitter Web,102,24,12,2047,0,199
TW102527,2023-07-21,Jul 2023,Friday,17,Climate,#COP28,Positive,0.408,English,Web,Android,31,4,6,188,1,663
TW102528,2023-01-28,Jan 2023,Saturday,10,Entertainment,#Bollywood,Negative,-0.246,French,Web,iPhone,28,3,5,247,1,441
TW102529,2023-02-12,Feb 2023,Sunday,11,Sports,#NBA,Negative,-0.525,Portuguese,Mobile,Android,42,7,3,68,0,618
TW102530,2023-01-20,Jan 2023,Friday,11,Music,#Playlist,Positive,0.826,English,Desktop,Buffer,87,10,14,255,1,185
TW102531,2023-09-09,Sep 2023,Saturday,12,Economy,#Economy,Positive,0.442,Hindi,Mobile,Twitter Web,101,33,9,193,1,2390
TW102532,2023-03-02,Mar 2023,Thursday,15,Entertainment,#OTT,Neutral,0.055,English,Mobile,iPhone,16,4,1,754,1,326
TW102533,2023-08-31,Aug 2023,Thursday,16,Music,#NewSong,Negative,-0.49,English,API,iPhone,139,14,19,153,0,562
TW102534,2023-12-14,Dec 2023,Thursday,21,Economy,#Stock,Negative,-0.468,Spanish,Mobile,Twitter Web,97,15,22,465,0,257
TW102535,2023-02-07,Feb 2023,Tuesday,22,Technology,#Tech,Negative,-0.221,English,Mobile,iPhone,60,8,7,203,0,235
TW102536,2023-11-15,Nov 2023,Wednesday,11,Politics,#Policy,Neutral,-0.004,English,Mobile,Twitter Web,2,0,0,130,0,333
TW102537,2023-03-11,Mar 2023,Saturday,15,Gaming,#Esports,Negative,-0.307,English,Desktop,Twitter Web,26,7,1,969,1,184
TW102538,2023-08-25,Aug 2023,Friday,9,Sports,#FIFA,Positive,0.283,English,Web,iPhone,102,11,18,236,0,1491
TW102539,2023-11-07,Nov 2023,Tuesday,13,Health,#Wellness,Positive,0.56,French,Web,Twitter Web,12,4,2,364,0,1526
TW102540,2023-06-24,Jun 2023,Saturday,22,Health,#MentalHealth,Neutral,-0.035,English,Mobile,Twitter Web,32,4,4,275,1,3636
TW102541,2023-07-17,Jul 2023,Monday,1,Fashion,#Trends,Neutral,0.015,English,Desktop,Twitter Web,3,0,0,671,0,367
TW102542,2023-05-05,May 2023,Friday,5,Health,#Health,Positive,0.833,English,Mobile,iPhone,47,13,7,513,0,1040
TW102543,2023-04-03,Apr 2023,Monday,15,Economy,#Inflation,Positive,0.692,English,Web,Android,15,2,1,2512,0,1468
TW102544,2023-10-02,Oct 2023,Monday,0,Climate,#ClimateChange,Neutral,0.006,Hindi,Mobile,TweetDeck,10,3,2,520,0,173
TW102545,2023-12-24,Dec 2023,Sunday,8,Fashion,#Style,Positive,0.55,Hindi,API,iPhone,146,41,30,187,0,406
TW102546,2023-06-18,Jun 2023,Sunday,6,Climate,#Sustainability,Positive,0.67,Hindi,Desktop,iPhone,3,0,0,536,0,870
TW102547,2023-11-18,Nov 2023,Saturday,22,Entertainment,#Bollywood,Neutral,0.007,English,Mobile,iPhone,4,1,0,730,0,256
TW102548,2023-03-06,Mar 2023,Monday,21,Food,#Food,Neutral,0.029,English,Web,iPhone,15,5,2,181,1,1132
TW102549,2023-05-30,May 2023,Tuesday,11,Climate,#Sustainability,Positive,0.914,Hindi,Mobile,Twitter Web,62,7,14,368,0,478
TW102550,2023-06-01,Jun 2023,Thursday,19,Technology,#ChatGPT,Negative,-0.766,English,Mobile,Twitter Web,19,3,0,189,0,309
TW102551,2023-02-19,Feb 2023,Sunday,21,Climate,#Green,Positive,0.15,English,Mobile,iPhone,23,6,5,218,1,1201
TW102552,2023-01-04,Jan 2023,Wednesday,3,Health,#MentalHealth,Positive,0.672,English,Desktop,iPhone,51,12,8,108,0,1387
TW102553,2023-05-19,May 2023,Friday,20,Music,#Spotify,Positive,0.192,Spanish,Web,Android,39,11,7,103,1,143
TW102554,2023-03-13,Mar 2023,Monday,21,Movies,#Oscars,Negative,-0.421,French,Web,iPhone,1,0,0,603,0,217
TW102555,2023-04-21,Apr 2023,Friday,21,Entertainment,#Bollywood,Negative,-0.654,Hindi,Mobile,iPhone,77,19,11,2773,0,755
TW102556,2023-12-19,Dec 2023,Tuesday,14,Climate,#Sustainability,Positive,0.946,English,Mobile,Android,48,15,11,1233,0,96
TW102557,2023-04-24,Apr 2023,Monday,14,Politics,#Election,Positive,0.175,English,Web,Android,23,7,4,626,1,1071
TW102558,2023-10-07,Oct 2023,Saturday,5,Music,#Concert,Negative,-0.2,Hindi,Web,Android,13,3,0,899,0,842
TW102559,2023-08-25,Aug 2023,Friday,16,Technology,#Tech,Neutral,-0.066,English,Mobile,iPhone,2,0,0,1144,0,1320
TW102560,2023-09-17,Sep 2023,Sunday,15,Technology,#AI,Neutral,-0.048,French,Desktop,Twitter Web,3,0,0,373,0,2954
TW102561,2023-03-12,Mar 2023,Sunday,17,Economy,#Economy,Negative,-0.366,English,Web,Android,19,6,4,774,1,1442
TW102562,2023-12-04,Dec 2023,Monday,11,Gaming,#Esports,Negative,-0.283,French,Desktop,Buffer,16,4,3,190,0,307
TW102563,2023-05-16,May 2023,Tuesday,11,Sports,#Olympics,Negative,-0.813,English,Mobile,Twitter Web,41,7,9,57,0,614
TW102564,2023-01-15,Jan 2023,Sunday,5,Fashion,#Style,Negative,-0.313,Hindi,Mobile,Twitter Web,16,1,1,1458,0,432
TW102565,2023-12-13,Dec 2023,Wednesday,15,Climate,#Green,Neutral,-0.068,English,Web,iPhone,4,1,0,754,1,664
TW102566,2023-03-04,Mar 2023,Saturday,0,Gaming,#Xbox,Positive,0.335,French,Mobile,Twitter Web,64,20,10,297,0,1604
TW102567,2023-07-05,Jul 2023,Wednesday,20,Technology,#Tech,Positive,0.556,Portuguese,Mobile,Android,190,62,39,458,0,3399
TW102568,2023-02-26,Feb 2023,Sunday,20,Entertainment,#Bollywood,Neutral,0.006,Hindi,Mobile,Twitter Web,3,1,0,34,0,1599
TW102569,2023-04-28,Apr 2023,Friday,4,Fashion,#Fashion,Neutral,-0.058,Spanish,Mobile,iPhone,5,0,1,2001,1,523
TW102570,2023-06-16,Jun 2023,Friday,15,Fashion,#OOTD,Negative,-0.27,English,Mobile,Android,29,4,2,978,0,567
TW102571,2023-08-03,Aug 2023,Thursday,17,Music,#Spotify,Negative,-0.365,English,Mobile,iPhone,14,2,2,224,0,131
TW102572,2023-08-22,Aug 2023,Tuesday,18,Economy,#Finance,Negative,-0.858,English,Mobile,iPhone,9,2,1,167,0,331
TW102573,2023-04-17,Apr 2023,Monday,16,Music,#Concert,Positive,0.979,English,Mobile,iPhone,17,4,3,429,0,502
TW102574,2023-10-25,Oct 2023,Wednesday,22,Music,#Concert,Neutral,-0.005,Portuguese,Web,iPhone,20,4,4,168,0,1089
TW102575,2023-09-14,Sep 2023,Thursday,9,Food,#Food,Negative,-0.354,English,Web,iPhone,10,2,1,333,0,281
TW102576,2023-12-23,Dec 2023,Saturday,22,Entertainment,#OTT,Negative,-0.54,French,Mobile,Twitter Web,16,2,3,1651,1,906
TW102577,2023-08-29,Aug 2023,Tuesday,1,Climate,#Green,Negative,-0.509,English,Mobile,Android,6,0,0,825,0,406
TW102578,2023-04-06,Apr 2023,Thursday,0,Music,#NewSong,Positive,0.48,English,Web,Android,28,6,4,424,0,369
TW102579,2023-03-04,Mar 2023,Saturday,6,Sports,#Olympics,Neutral,-0.012,French,Desktop,Buffer,2,0,0,584,0,138
TW102580,2023-04-01,Apr 2023,Saturday,14,Gaming,#Esports,Positive,0.592,English,API,Android,49,19,5,91,0,340
TW102581,2023-05-13,May 2023,Saturday,17,Gaming,#PS5,Positive,0.832,English,Mobile,TweetDeck,20,3,3,610,0,625
TW102582,2023-10-14,Oct 2023,Saturday,4,Technology,#Python,Positive,0.284,Hindi,Desktop,Twitter Web,0,0,0,348,0,387
TW102583,2023-05-08,May 2023,Monday,2,Gaming,#PS5,Positive,0.164,English,Web,Android,9,2,1,39,0,3425
TW102584,2023-04-17,Apr 2023,Monday,2,Technology,#Tech,Positive,0.798,English,Web,Twitter Web,28,7,5,2629,0,1429
TW102585,2023-03-17,Mar 2023,Friday,12,Movies,#Cinema,Negative,-0.882,Portuguese,Mobile,iPhone,2,0,0,382,0,1358
TW102586,2023-11-29,Nov 2023,Wednesday,23,Politics,#Policy,Neutral,0.091,English,Desktop,iPhone,14,3,3,245,0,90
TW102587,2023-08-06,Aug 2023,Sunday,19,Economy,#Stock,Positive,0.897,English,Mobile,Android,99,30,21,154,0,246
TW102588,2023-05-20,May 2023,Saturday,3,Technology,#AI,Positive,0.723,Hindi,Mobile,Buffer,15,3,1,18,0,1117
TW102589,2023-10-17,Oct 2023,Tuesday,1,Gaming,#Xbox,Neutral,0.0,English,Web,Twitter Web,6,0,1,13,0,69
TW102590,2023-10-16,Oct 2023,Monday,8,Music,#NewSong,Positive,0.953,Spanish,Desktop,Buffer,145,52,35,235,0,928
TW102591,2023-01-30,Jan 2023,Monday,1,Fashion,#Fashion,Negative,-0.344,English,Mobile,Buffer,67,19,14,86,0,537
TW102592,2023-02-04,Feb 2023,Saturday,15,Health,#Health,Positive,0.753,Hindi,Desktop,iPhone,25,6,2,1883,0,32
TW102593,2023-11-10,Nov 2023,Friday,1,Movies,#Oscars,Positive,0.308,Hindi,API,iPhone,35,4,2,471,0,1100
TW102594,2023-01-05,Jan 2023,Thursday,19,Sports,#Olympics,Positive,0.422,Portuguese,Desktop,TweetDeck,85,23,18,416,0,566
TW102595,2023-09-29,Sep 2023,Friday,3,Technology,#ChatGPT,Positive,0.89,Spanish,Web,TweetDeck,187,32,16,219,0,1806
TW102596,2023-08-19,Aug 2023,Saturday,11,Music,#NewSong,Positive,0.32,Hindi,Web,iPhone,89,28,9,699,0,81
TW102597,2023-02-14,Feb 2023,Tuesday,3,Technology,#Tech,Positive,0.516,English,Mobile,iPhone,36,14,2,144,1,10
TW102598,2023-09-22,Sep 2023,Friday,8,Gaming,#PS5,Negative,-0.2,English,Mobile,Android,37,4,8,1419,0,264
TW102599,2023-09-22,Sep 2023,Friday,9,Climate,#Sustainability,Positive,0.573,English,Mobile,iPhone,2,0,0,377,0,893
TW102600,2023-01-08,Jan 2023,Sunday,7,Gaming,#Gaming,Negative,-0.898,English,Desktop,iPhone,13,2,1,1037,0,265
TW102601,2023-05-16,May 2023,Tuesday,7,Fashion,#Trends,Positive,0.634,English,Mobile,Android,44,13,7,158,0,1057
TW102602,2023-07-24,Jul 2023,Monday,21,Climate,#Green,Positive,0.537,French,Mobile,Twitter Web,76,13,16,734,1,978
TW102603,2023-02-26,Feb 2023,Sunday,5,Movies,#Cinema,Neutral,-0.067,Hindi,Desktop,Android,22,3,4,357,0,2641
TW102604,2023-04-16,Apr 2023,Sunday,2,Politics,#Democracy,Neutral,0.007,English,Mobile,iPhone,37,8,4,339,0,564
TW102605,2023-12-16,Dec 2023,Saturday,9,Sports,#Football,Negative,-0.529,English,Mobile,Buffer,29,8,6,61,0,157
TW102606,2023-04-05,Apr 2023,Wednesday,14,Health,#Covid,Negative,-0.702,Hindi,Mobile,Twitter Web,27,6,3,140,0,15
TW102607,2023-07-03,Jul 2023,Monday,20,Health,#Wellness,Negative,-0.919,English,Mobile,Twitter Web,53,14,4,1515,0,76
TW102608,2023-02-18,Feb 2023,Saturday,20,Politics,#Democracy,Neutral,0.01,English,Mobile,Twitter Web,5,1,1,293,0,310
TW102609,2023-07-07,Jul 2023,Friday,2,Gaming,#Xbox,Positive,0.607,Portuguese,Desktop,iPhone,85,18,7,309,0,165
TW102610,2023-05-27,May 2023,Saturday,21,Gaming,#Esports,Positive,0.171,Portuguese,API,Buffer,18,2,4,2222,0,2400
TW102611,2023-09-20,Sep 2023,Wednesday,11,Movies,#BoxOffice,Neutral,0.066,English,Mobile,iPhone,10,2,0,266,0,933
TW102612,2023-12-19,Dec 2023,Tuesday,12,Politics,#Election,Positive,0.534,English,Mobile,Android,34,8,3,362,1,2006
